Tweet_ID;Tweet_Text;Aspek;Sentimen;Alasan
558;terjadi erupsi g semeru pada hari selasa, 31 desember 2024, pukul 09:57 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 127 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
559;terjadi erupsi g semeru pada hari selasa, 31 desember 2024, pukul 09:12 wib erupsi terekam di seismograf dengan amplitudo maksimum 19 mm dan durasi 57 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
560;terjadi erupsi g semeru pada hari selasa, 31 desember 2024, pukul 08:34 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 125 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
561;terjadi erupsi g semeru pada hari selasa, 31 desember 2024, pukul 05:50 wib erupsi terekam di seismograf dengan amplitudo maksimum 21 mm dan durasi 126 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
562;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 05:18 wit tinggi kolom abu teramati ± 3000 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 118 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
563;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 04:48 wit tinggi kolom abu teramati ± 600 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 63 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
564;terjadi erupsi g semeru pada hari selasa, 31 desember 2024, pukul 04:34 wib tinggi kolom abu teramati ± 800 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 21 mm dan durasi 125 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
565;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 03:52 wit tinggi kolom abu teramati ± 700 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 83 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
566;terjadi erupsi g semeru pada hari selasa, 31 desember 2024, pukul 03:02 wib tinggi kolom abu teramati ± 900 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 164 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
567;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 02:56 wit tinggi kolom abu teramati ± 700 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 72 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
568;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 02:14 wit tinggi kolom abu teramati ± 400 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 53 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
569;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 01:27 wit tinggi kolom abu teramati ± 500 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 54 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
570;terjadi erupsi g semeru pada hari selasa, 31 desember 2024, pukul 00:58 wib tinggi kolom abu teramati ± 908 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 168 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
571;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 00:51 wit tinggi kolom abu teramati ± 700 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 78 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
572;terjadi erupsi g ibu pada hari selasa, 31 desember 2024, pukul 00:24 wit tinggi kolom abu teramati ± 400 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 55 detik;OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
573;maaf, gw bakal share ke sini untuk mengedukasi muslim ini bahaya ke lingkungan ama masyarakat ke lingkungan bakal ada deforestasi dan juga emisi karbon ke masyarakat tanah pasti bakal diambil paksa pasti bakal dzolim ini selama ini produksi segini, apa dirasakan masyarakat;ENVIRONMENTAL_IMPACT;Negatif;Edukasi religius tentang bahaya deforestasi terhadap lingkungan dan masyarakat
574;kalimat lucu hari ini : gpp, tambah saja tanaman sawitnya tidak usah takut deforestasi apalah apalah sawit itu pohon juga ya kan, ada daunnya juga ya kan ~ si gendut omon-omon;ENVIRONMENTAL_IMPACT;Negatif;Mengutip dan mengejek pernyataan tentang sawit dengan nada sinis
575;pak padahal sawit itu tidak sama dengan hutan, dunia sudah gawat darurat climate change malah di babat2in hutannya;ENVIRONMENTAL_IMPACT;Negatif;Menjelaskan perbedaan sawit dan hutan dalam konteks darurat perubahan iklim
576;ah elah ngapain dari sd diajarin soal deforestasi kalau ujung-ujungnya presiden kita bilang kayak gini;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik kontradiksi antara pendidikan dan pernyataan presiden
577;ketua umum partai golkar, bahlil lahadalia menegaskan, presiden ke-7 ri joko widodo tidak pernah meminta dukungan ke partai golkar untuk perpanjangan jabatan sampai dengan tiga periode bahlillahadalia hastokristiyanto jokowi;GOVERNMENT_POLICY;Netral;Melaporkan klarifikasi Bahlil tentang Jokowi dan isu 3 periode
578;video-eks-kadis-esdm-babel-divonis-4-tahun-bui-di-kasus-korupsi-timah;OTHER;Netral;Melaporkan vonis korupsi mantan kadis ESDM terkait timah
579;gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami bumnuntukindonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Promosi komprehensif gas bumi sebagai energi bersih dengan kebijakan bebas PPN
580;apa ini deforestasi rambut;ENVIRONMENTAL_IMPACT;Netral;Joke ringan menggunakan istilah deforestasi untuk rambut
581;hi electrizen, perizinan pemasangan plts atap melalui fitur pv rooftop di aplikasi pln mobile kembali dibuka pendaftaran bisa dilakukan pada bulan januari 2025, sesuai dengan ketentuan permen esdm no 2 tahun 2024 yang memberikan waktu 30 hari kalender untuk proses perizinan;ENERGY_TECHNOLOGY;Positif;Mengumumkan pembukaan perizinan PLTS atap melalui aplikasi PLN Mobile
582;tanaman industri dengan tumbuhan hutan itu berbeda isu deforestasi tidak hanya perkara pohon dan daun saja satu contoh adalah keragaman tanaman industri cenderung monokultur, sehingga kualitas ekosistemnya rendah ada riset mengenai keragaman flora fauna berpengaruh pada;ENVIRONMENTAL_IMPACT;Positif;Menjelaskan edukatif perbedaan tanaman industri dan hutan serta dampak monokultur
583;tanaman industri dengan tumbuhan hutan itu berbeda isu deforestasi tidak hanya perkara pohon dan daun saja satu contoh adalah keragaman tanaman industri cenderung monokultur, sehingga kualitas ekosistemnya rendah ada riset mengenai keragaman tumbuhan fauna berpengaruh pada;ENVIRONMENTAL_IMPACT;Positif;Menjelaskan edukatif perbedaan tanaman industri dan hutan serta dampak biodiversitas
584;wowok asbun banget anjir pas nyangkal deforestasi wkwk;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan bahasa gaul penyangkalan deforestasi
585;we are done guys punya pemimpin pola pikirnya begini amat ga usah takut membahayakan, deforestasi, kelapa sawit ya pohon, ada daunnya kan;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan putus asa terhadap pola pikir pemimpin tentang deforestasi
586;punya presiden peduli dengan ihsg punya presiden peduli dengan deforestasi punya presiden peduli dengan rakyat;GOVERNMENT_POLICY;Negatif;Menyindir prioritas presiden yang dianggap tidak peduli deforestasi dan rakyat
587;kakakku saja yang sarjana teknik tahu pembukaan lahan untuk perkebunan apa pun itu sudah termasuk deforestasi untuk paham tentang isu lingkungan kita tidak harus kuliah di bidang itu cukup membaca aja, pak;ENVIRONMENTAL_IMPACT;Negatif;Membandingkan pemahaman sarjana teknik dengan presiden tentang deforestasi
588;ketua umum partai golkar, bahlil lahadalia mengatakan, para pimpinan partai politik yang tergabung di kabinet merah putih rutin menggelar pertemuan bahlilalahadalia golkar prabowo;GOVERNMENT_POLICY;Netral;Melaporkan pertemuan rutin pimpinan partai koalisi
589;sektor energi baru china jadi game changer di kancah global geraknews china game global energiewende riyadh tellonym sstvi;ENERGY_TECHNOLOGY;Positif;Melaporkan peran positif China dalam sektor energi baru global
590;presiden prabowo subianto menyampaikan usulan untuk memperluas lahan sawit di indonesia ia menegaskan bahwa perluasan ini tidak perlu dikhawatirkan sebagai ancaman deforestasi, karena menurutnya pohon sawit memiliki kemampuan menyerap karbon layaknya vegetasi hutan kelapa;ENVIRONMENTAL_IMPACT;Positif;Melaporkan pernyataan resmi presiden tentang perluasan sawit
591;sedih banget, sekelas pemimpin tertinggi negara kok bisa nyamain hutan sama perkebunan sawit bayangin kalau ditelen mentah-mentah sama maaf uneducated people, terus end up mereka merasa deforestasi akibat konversi lahan itu sah-sah saja karena toh ditanami pepohonan juga;ENVIRONMENTAL_IMPACT;Negatif;Mengkhawatirkan dampak pernyataan presiden terhadap persepsi masyarakat tentang deforestasi
592;lanjutkan hilirisasi meskipun untungkan china, tambah luasan sawitnya, tidak usah pedulikan deforestasi, ampuni koruptor, dipikirnya republik ini milik moyangnya;GOVERNMENT_POLICY;Negatif;Menyindir berbagai kebijakan kontroversial termasuk deforestasi dengan nada sarkastik
593;wkwkwkwk deforestasi tu ngilangin lahan buat dijadiin lahan baru, bukan hanya masalah pohon, habitat yang dirusaknya gimana;ENVIRONMENTAL_IMPACT;Negatif;Menjelaskan dengan tertawa pahit dampak deforestasi terhadap habitat
594;gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami: 810 ribu rumah tangga gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Promosi gas bumi dengan data spesifik 810 ribu rumah tangga terlayani
595;ubah sinar matahari jadi energi masa depan electrizen, saatnya melangkah menuju gaya hidup modern dan ramah lingkungan dengan menggunakan pv rooftop instalasi mudah, teknologi canggih, dan mendukung komitmen kita terhadap energi terbarukan;ENERGY_TECHNOLOGY;Positif;Promosi PV rooftop sebagai energi terbarukan masa depan
596;mantan direktur jenderal mineral dan batubara kementerian esdm bambang gatot ariyono didakwa menerima suap rp 60 juta dan fasilitas berupa ponsel dan jam tangan polhuk adadikompas;OTHER;Negatif;Melaporkan kasus korupsi mantan pejabat ESDM
597;kalau asal ada pohon sama daun bisa fotosintesis bikin deforestasi jadi gapenting, mending hutannya diratakan ganti daun bawang saja pak prabowo biar kacau kacau sekalian;ENVIRONMENTAL_IMPACT;Negatif;Sarkasme ekstrem dengan usulan mengganti hutan dengan daun bawang
598;gua yang baca pelajaran kelas 6 sd mengenai deforestasi cm bisa geleng2 ni anak2 kita disuruh baca mengenai deforestasi tapi kok presiden kita tidak mudeng sm deforestasi kocag;ENVIRONMENTAL_IMPACT;Negatif;Membandingkan pemahaman anak SD dengan presiden tentang deforestasi
599;pinter banget si gemoy ini dia tahu 58% orang indo tidak ngerti arti deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Menyindir kepandaian presiden memanfaatkan ketidaktahuan masyarakat
600;mending sekolahin otak sendiri saja dulu minimal supaya teredukasi soal deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Menyarankan presiden untuk belajar tentang deforestasi
601;indonesia dan ekspansi lahan kelapa sawit: antara janji dan realita deforestasi hari ini, presiden prabowo subianto menyatakan bahwa indonesia perlu menambah penanaman kelapa sawit tanpa takut dinilai membahayakan dan menyebabkan deforestasi namun, apakah pernyataan ini;ENVIRONMENTAL_IMPACT;Negatif;Mempertanyakan kontradiksi antara janji dan realitas deforestasi sawit
602;belajar lagi pak apa itu ekosistem, hutan hujan, deforestasi ngaco lama2 ini orang;ENVIRONMENTAL_IMPACT;Negatif;Menyarankan presiden belajar tentang ekosistem dan mengkritik ketidakpahamannya
603;dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami: 810 ribu rumah tangga: energi bersih untuk dapur indonesia 2.600 umkm dan pelanggan kecil: mendukung usaha rakyat tanpa tambahan beban;ENERGY_ACCESS;Positif;Promosi lengkap gas bumi dengan data spesifik jumlah rumah tangga dan UMKM yang terlayani
604;kacang ijo juga ada daunnya pak, mending deforestasi terus tanem kacang ijo semua biar tiap hari makan bubur kacang ijo;ENVIRONMENTAL_IMPACT;Negatif;Sarkasme dengan analogi kacang hijau untuk mengkritik logika sederhana tentang tanaman berdaun
605;bagus menjelaskan kerja sama juga dapat dilakukan untuk mengetahui potensi ccs di ladang migas, geothermal, serta riset di lahan gambut css riset geothermal;ENERGY_TECHNOLOGY;Positif;Menjelaskan kerja sama positif dalam teknologi CCS untuk migas dan geothermal
606;iterasi kedua dari video factorio kemarin, kini kita membuat blueprint-nya supaya bisa copy-paste 3 artillery, 1 requester untuk amunisi, serta 2 buah solar panel beserta batere untuk memberikan tenaga listrik ke 4 tangan robot inserter apalagi yang bisa kita otomasi;ENERGY_TECHNOLOGY;Positif;Membahas solar panel dan baterai dalam konteks game dengan teknologi energi
607;perusahaan energi baru di provinsi guizhou, china barat daya, membidik pasar indonesia;ENERGY_TECHNOLOGY;Positif;Melaporkan investasi perusahaan energi China di Indonesia tanpa opini
608;harusnya ya seminimal2 minimalnya orang kalau jadi presiden paham isu deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik ketidakpahaman presiden tentang isu fundamental deforestasi
609;tolol banget ajg presiden siapa sih ini, malah nyuruh deforestasi;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan sangat kasar presiden yang dianggap mendukung deforestasi
610;astaghfirullahaladzim, begini amat presiden lu pada;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan kekecewaan religius terhadap presiden
611;deforestasi adalah proses penghilangan atau penebangan hutan dalam skala besar yang biasanya dilakukan untuk keperluan pertanian, perumahan, atau industri deforestasi dapat menyebabkan banyak masalah lingkungan, termasuk:;ENVIRONMENTAL_IMPACT;Negatif;Memberikan definisi edukatif deforestasi dan dampak negatifnya
612;same energy lah ya rem panas siram dong deforestasi tanam pohon kelapa sawit;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan analogi rem panas untuk menyindir solusi yang tidak tepat
613;sawit tidak mengakibatkan deforestasi karena sawit adalah pohon;ENVIRONMENTAL_IMPACT;Negatif;Sarkasme mengutip logika sederhana yang dianggap salah
614;omon2 tai ledik,wowo tahu deforestasi ini salah satu contoh gobloknys;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik dengan bahasa kasar ketidakpahaman tentang deforestasi
615;aku inget pernah bahas di satu kelas ttg lingkungan indonesia tu seenak sendiri bilang kalau sawit = kawasan hutan, dan sekaligus menyangkal kalau rate deforestasi indo cepet bgt ini menyalahi aturan internasional;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik Indonesia yang menyamakan sawit dengan hutan dan melanggar aturan internasional
616;deforestasi jg bisa ngerugiin sawitnya loh ngaruh ke cuaca yang tak menentu, lebih kering atau lebih basah daerah aliran sungai jadi rusak, kejadian banjir makin meningkat terjadi penurunan produktivitas sawit;ENVIRONMENTAL_IMPACT;Negatif;Menjelaskan efek balik negatif deforestasi terhadap produktivitas sawit sendiri
617;deforestasi saya kira ke depan kita harus tambah tanam kelapa sawit enggak usah takut apa itu katanya membahayakan, deforestation, namanya kelapa sawit ya pohon, ya kan;ENVIRONMENTAL_IMPACT;Negatif;Mengutip pernyataan presiden tentang sawit bukan deforestasi dengan nada kritis
618;gw pernah diskusi soal ini sama orang perkebunan tidak sepenuhnya salah, karena sawit juga ads fungsi sequesternya juga yang problem dari sawit adalah monokultur, dan soal deforestasi itu bkn hanya buat bentangan jadi gersang tapi menghancurkan keanekaragaman hayati juga;ENVIRONMENTAL_IMPACT;Negatif;Memberikan analisis seimbang tentang sawit namun menekankan masalah monokultur dan biodiversitas
619;bener bener melongo baca ini 4 tahun gua belajar dicekokin masalah masalah yang timbul dari perkebunan sawit, deforestasi, efek monokultur terus dengan enaknya bilang ga usah khawatir, kelapa sawit kan juga pohon gws dengan pemikirannya;ENVIRONMENTAL_IMPACT;Negatif;Mengungkapkan keterkejutan sebagai mahasiswa yang mempelajari dampak negatif sawit
620;jangan mau ikutan dungu ya kawan2 seperti pak pres logika kapitalis melekat di pak pres, makanya dia melihat sawit baik2 saja dan tidak menyebabkan deforestasi lalu untuk apa hutan yang sudah ada sebelumnya di ubah jadi perkebunan sawit ya karena sawit lebih menguntungkan oligarki;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik logika kapitalis presiden dan menjelaskan motif ekonomi di balik deforestasi
621;pertagas 2025, perkuat infrastruktur energi era transisi energi;ENERGY_TECHNOLOGY;Positif;Melaporkan rencana Pertagas memperkuat infrastruktur untuk transisi energi
622;apresiasi untuk pln dengan semangat dan energi baru, jakarta electric pln meluncurkan tim andalan mereka untuk menghadapi pln mobile proliga 2025 siap jadi juara plnuntukindonesia;ENERGY_TECHNOLOGY;Positif;Memberikan apresiasi kepada PLN dengan semangat energi baru
623;dulu orang sering apriori dengan kampanye sawit baik, berbagai isu fear mongering tentang bagaimana lingkungan hidup rusak karena deforestasi akibat pembukaan lahan menjadi perkebunan sawit etc memang juga tidak boleh tutup mata dengan praktek pelaku pengusaha sawit yang;ENVIRONMENTAL_IMPACT;Negatif;Membahas kampanye pro-sawit dan mengakui masalah deforestasi dari pembukaan lahan
